Date,ADANIPORTS.NS,AMBUJACEM.NS,ASIANPAINT.NS,AURIONPRO.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BHARTIARTL.NS,BIOCON.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GAIL.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SHREECEM.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATACONSUM.NS,TITAN.NS,ULTRACEMCO.NS
2013-01-15 00:00:00+00:00,-0.026293830918207296,-0.0731285775634901,-0.2720210871719241,-0.357785197262737,0.3429137398446751,-0.046988284640168076,0.2159132514116661,-0.3110964433963554,0.37791268128459665,-0.06332297628036074,0.388840168188137,-0.2779333572971194,0.035770239159695565,-0.23418063900850208,0.4076098345624806,-0.41573069656784656,0.30667262747085666,-0.33364888463870573,0.4334121397805965,-0.29580055845576864,-0.38791944143599716,-0.3063595837942939,-0.3666824685712685,0.3934101295633847,0.32302484520709696,0.37638187369856796,-0.05455358709039944,0.2312046114326591,-0.2350329805853763,-0.1271040622321854,0.1503381582773825,-0.18711889938582194,0.014413332980968389,0.6874202501021247,-0.23819873486559398,0.09555508138872774,-0.13402927818462393,-0.11167181420068288,0.28942842153112985,-0.08893488293596151,-0.2278647219292865,-0.28405362557270125
2013-01-16 00:00:00+00:00,-0.10117214829105556,-0.13841624028261332,-0.24240623765518143,-0.4319315555427742,0.13009843507407856,-0.6083322157157357,0.18625590781347157,-0.45843369458651895,0.3553220746998682,-0.197017549614084,0.22185320774242703,-0.16888177325234466,-0.09764009838687204,-0.35388389208075954,0.5254239769342408,-0.2652865393240681,0.1855438426209255,-0.3808820813614792,0.49022836345362153,-0.48602683821401904,-0.5532598316322873,-0.5152637360943467,-0.4190130891650314,0.04695431172281882,-0.03910660163449276,0.3606590071447331,-0.020151395697479105,0.08651582353018826,-0.4044197673688546,-0.2916647269093297,-0.26839462516474233,-0.27705097494485104,-0.09310443856312807,0.4775050310996674,-0.08217375009878887,0.16954253838245972,-0.17982453745658236,-0.24916794614634627,0.04057208036442063,-0.904108152071823,-0.24319863813638665,-0.32430788673022276
2013-01-17 00:00:00+00:00,-0.13386001208090634,-0.13290188641946654,-0.14506052746097467,-0.254908360216166,0.09590213487001685,-0.8595847552503155,-0.020152889835755732,-0.5861714492843884,0.383754186152927,-0.2356888003293728,0.3663124241535122,-0.30182833126621145,-0.20546612770185108,-0.33931300472431103,0.4531772278488242,-0.4064688195848505,0.29364674478376285,-0.2727381018994654,0.6237465593091924,-0.2644337029775933,-0.5495994651603299,-0.5552340808497095,-0.4441132782451345,-0.05756776739217107,-0.10974555621291945,0.35790301270168534,0.043135324726717314,0.18910549785585634,-0.32537862643150506,-0.27149103066474534,-0.205693186613991,-0.2275202405697015,-0.028562543585421797,0.5212980908074261,-0.12281246204612851,0.2571154922499352,-0.32802584047636596,-0.19920737456426355,0.16153188656378242,-0.9682369891856831,-0.13548359720737727,-0.3259238445333028
2013-01-18 00:00:00+00:00,-0.18955249948944497,-0.1531665846083536,-0.20964113489668795,-0.39864967471800117,0.05456719593516147,-0.7259151774111205,-0.08922230061804086,-0.5956132518492783,0.3199529784769591,-0.18626122010983104,0.4373523688343263,-0.4225584151815317,-0.11982123469838254,-0.6474825747514849,0.013700402946533933,-0.3613537857291049,0.283568256447888,-0.392068833960268,0.561797322876735,-0.2651212654827751,-0.6372189194671535,-0.42677359378626384,-0.6193729811269678,-0.033949624631817284,-0.15380619397570158,0.3401149004837916,0.10937557062065145,0.261715605896577,-0.24303280008028066,-0.42399008988319126,0.015394663945115138,-0.1767727111741167,0.20751452035742318,0.5811216249244315,0.005489293725860458,0.32847510397364443,-0.0648251989746864,-0.27587617678912063,0.19722276443794323,-0.9782670168566868,-0.2646964052462708,-0.39067111387457637
2013-01-21 00:00:00+00:00,-0.14101346430271502,-0.08658528097758014,-0.24553031437396347,-0.39111008999222935,0.07383500496232263,-0.6771865234309548,0.04048412867996074,-0.3333712754996087,0.41148592844378384,-0.5870695106321853,0.3942432925168416,-0.2206787677179901,-0.4724052950836409,-0.25316221120804117,0.15939271077061284,-0.5295922272739274,0.5461266884046537,-0.44483167754107494,0.7489717015221873,-0.18079589959248743,-0.6457248943180504,-0.5496087390893113,-0.35846217062030755,-0.023620305561689744,-0.257815410920931,0.32470382837984657,0.26394881297701367,0.07731393114726058,-0.20558176852033508,-0.632737772179595,-0.02563315895238974,-0.1779104922197167,0.1451953770036166,0.52090527697746,-0.029364069897947688,0.5176569676353884,-0.05963942701307688,-0.5666614794052045,0.14967129982240673,-0.6619537660084075,-0.12220768219654869,-0.30196622710767257
2013-01-22 00:00:00+00:00,-0.06437097651107726,-0.07315776760223637,0.03693976575605833,-0.42418673861377987,0.1902999845566284,-0.6145497693164115,0.03745780350271768,-0.2668497010006103,0.2963548934424028,-0.4496625410306128,0.38013893064002774,-0.17686693146784158,-0.6429372550580227,-0.18198564339889964,0.024456722236488846,-0.3713753085058436,0.08395020806386809,-0.46488814811728973,0.459743406220951,-0.3111691520075738,-0.6154941208612671,-0.608534035634454,-0.5068441565678624,-0.05407010001471446,-0.21741556234008758,0.3430576686285657,0.08189721584976975,0.10452700318753434,-0.12703214107291227,-0.6680636423654204,-0.007967556902107764,-0.3858094097133005,0.2371226227043683,0.5024659250056003,-0.23351630098936454,0.5948622703533537,-0.09126243656311722,-0.5336625905338702,0.07025983519470048,-0.9919609312461688,-0.07955034704441899,-0.17347312389491568
2013-01-23 00:00:00+00:00,-0.04777086529692472,0.010525085456441307,0.1343909875696715,-0.4791322997041544,0.2891751473393557,-0.6102604439999657,-0.05620214014719197,-0.2625410035381895,0.3958687905545351,-0.4273058573455575,0.27220915035237986,-0.38966697365766406,-0.5735925563355492,-0.4120827494076663,0.05553130589548499,-0.36996737967274373,-0.05685004999941992,-0.33160787787774915,0.26852729857885693,-0.19784976901139398,-0.31968725768396855,-0.658343534931518,-0.5812811030218343,0.00956672590029668,-0.12066067699729294,0.35953314844393386,0.3338610535226554,0.08609783506169376,-0.03805448554746486,-0.7942898181024873,0.02242047719042693,-0.635863848147501,0.24014852322868538,0.42307081528822094,-0.2648398741466313,0.6028720774220729,0.025392481222585778,-0.6967412738019784,-0.22626535520828006,-1.0259909540332237,-0.053830424506789716,-0.017192079700586886
2013-01-24 00:00:00+00:00,-0.1970079910580812,0.1608564871524216,0.07420214542110537,-0.31002154897730666,0.1747607965640744,-0.6162917995028763,-0.39334333264028454,-0.3101869613108186,0.37528597591756596,-0.48216981764229494,0.24756094746003748,-0.3993162694781928,-0.6079088871186293,-0.4038789876563403,0.11450572911967596,-0.4373693021233828,-0.19979617552884713,-0.38417443795985823,0.1678871868542016,-0.3244512972293364,-0.3899230212629686,-0.7076954393741011,-0.41749081082258,-0.08232596920838267,-0.1296154038153377,0.37419511634343067,0.3966885523786275,-0.08120068871747371,-0.0018495511551245975,-0.8192193171649241,-0.09963817404747002,-0.4175671826615822,0.2293706410332051,0.3549753864320362,-0.24020112457801018,0.5428826807795475,0.08149041112429883,-0.583677928513584,-0.5096971012895046,-1.0446752786492133,0.024916521478877424,0.23138724243348296
2013-01-25 00:00:00+00:00,-0.04687320493820109,0.44654283365212377,0.19099489260633823,-0.307395573873719,0.13577907388981142,-0.10931398973579728,-0.23969829960204145,-0.18024893016495447,0.433796401512097,-0.2671287087805632,0.3624327823111435,-0.09091136579362474,-0.3540308826667618,-0.2619633519345883,0.20519622593855444,-0.6047782252955125,-0.11409498085742611,-0.05457177738616578,0.22781698774296538,-0.08601126544420494,-0.3717569243385039,-0.4057642553818398,-0.19262985804514016,0.06411780907679081,0.013754927922625861,0.3059823478652493,1.031035770885467,0.20148113543903748,0.6720519502301696,-0.2627702841092353,0.10196232807714828,-0.214697579539346,0.23495489040495665,0.5777647421885582,-0.17545030456574587,0.6536975159215754,0.10675237578030419,-0.10364739405981886,-0.32653746835700276,-0.5401594374769445,0.12025928130760395,0.14256372942472215
2013-01-28 00:00:00+00:00,0.024619539495307402,0.24436154646693442,0.06731178598122331,-0.362205658343826,0.15558540911514943,-0.014219389062530842,-0.35474287448219954,-0.1773176131194234,0.3436111698295533,-0.19193154753111766,0.3108129325918095,-0.10712027961459078,-0.2473063800812601,-0.007240262004384428,0.12753298307870486,-0.5294352239246451,-0.13633542164785686,-0.18036735714221866,0.16664947661907908,0.023955587049796303,-0.18183960107574232,-0.35436619419099263,-0.33164550425666683,0.03805605698894298,-0.11429348749524526,0.027760170580481032,0.9062507167472781,0.1402479944638912,0.7961899790030569,-0.2130816350735064,0.20381753193753366,-0.35706477314676943,0.12809783913664943,0.352413641733999,-0.007777083329056912,0.39166543332449927,0.1221282205736687,-0.14461710743243122,-0.19071173833946545,-0.6266210593065245,-0.09642058691788268,0.0860121050975563
